time_elapsed,replicate_1,replicate_2,replicate_3,replicate_4,replicate_5,replicate_6,replicate_7,replicate_8,replicate_9,replicate_10,replicate_11,replicate_12,time_elapsed.1,replicate_13,replicate_14,replicate_15
"(720, 730]",0.6397993311036789,0.6020066889632101,0.7082868821999234,0.726755852842811,0.7906354515050187,0.8045336306205835,0.7628762541806025,0.8214046822742482,0.7658862876254188,0.7789297658862886,0.8137123745819405,0.6499442586399089,0.5934596804162003,0.7053511705685626,0.6796729840208078,0.5334448160535109
"(730, 740]",0.7637583892617454,0.7268456375838924,0.7207307979120039,0.8050335570469814,0.7191275167785232,0.7837434750186394,0.7667785234899331,0.7989932885906061,0.7493288590604031,0.7513422818791952,0.8003355704697985,0.7244593586875441,0.687546607009692,0.7295302013422827,0.6718866517524217,0.5600671140939585
"(740, 750]",0.6839464882943134,0.6662207357859528,0.7084265473527193,0.7312080536912756,0.7617449664429526,0.7662192393735986,0.7728187919463098,0.8040268456375842,0.7530201342281889,0.8181208053691287,0.7234899328859054,0.6879194630872468,0.6979865771812052,0.7731543624161067,0.6595824011931379,0.5687919463087239
"(750, 760]",0.7882550335570472,0.673154362416106,0.6960237829803022,0.7284280936454847,0.7404682274247493,0.8030471943515397,0.6953177257525077,0.8678929765886295,0.7591973244147173,0.7946488294314393,0.707692307692307,0.7082868821999231,0.6547751765143045,0.7822742474916394,0.6677814938684483,0.5066889632107027
"(760, 770]",0.7285234899328857,0.5251677852348987,0.6648023862788939,0.7426174496644298,0.7335570469798663,0.7621178225205039,0.7744966442953036,0.7828859060402688,0.807046979865773,0.7563758389261742,0.6687919463087237,0.6219239373601769,0.6972408650260976,0.7020134228187916,0.6834451901565988,0.5765100671140928
"(770, 780]",0.7324414715719063,0.6628762541806011,0.6949089557785177,0.7224080267558511,0.7809364548494998,0.7447045707915257,0.726421404682274,0.8498327759197338,0.7963210702341149,0.7926421404682292,0.746153846153847,0.6309921962095859,0.7788926049795588,0.6739130434782599,0.6250464511334073,0.5595317725752501
"(780, 790]",0.6748322147651002,0.59731543624161,0.6744966442953,0.6848993288590599,0.7338926174496628,0.7632363907531666,0.7459731543624161,0.8214765100671167,0.7684563758389277,0.8167785234899336,0.7630872483221471,0.632736763609245,0.6946308724832191,0.7916107382550339,0.6286353467561503,0.5208053691275167
"(790, 800]",0.6499999999999982,0.5375838926174488,0.6480238627889618,0.7067114093959723,0.7191275167785232,0.7438478747203554,0.7419463087248326,0.829194630872486,0.7620805369127515,0.7771812080536917,0.7771812080536921,0.6487695749440692,0.7796420581655453,0.6986577181208053,0.689038031319908,0.5607382550335566
"(800, 810]",0.7153846153846155,0.60066889632107,0.6261612783351908,0.7016722408026758,0.7444816053511707,0.7759197324414686,0.7207357859531764,0.8260869565217396,0.7939799331103685,0.7254180602006685,0.7595317725752497,0.5878855444072822,0.7012263099219594,0.7026755852842795,0.600520252694164,0.5103678929765899
"(810, 820]",0.768456375838927,0.6560402684563753,0.5249813571961214,0.6976510067114093,0.7597315436241608,0.7337807606263945,0.7644295302013436,0.7281879194630876,0.8093959731543632,0.816442953020135,0.6614093959731532,0.5850111856823267,0.7449664429530175,0.7268456375838913,0.6275167785234889,0.5959731543624159
"(820, 830]",0.6942953020134226,0.6013422818791936,0.6871737509321375,0.7271812080536915,0.738590604026844,0.7695749440715848,0.7268456375838926,0.7936241610738263,0.7751677852348993,0.7597315436241623,0.7540268456375833,0.5764354958985819,0.6912751677852326,0.7130872483221472,0.5812826249067853,0.5100671140939591
"(830, 840]",0.6538461538461539,0.4949832775919743,0.674098848011889,0.7535117056856191,0.7401337792642144,0.7082868821999228,0.7224080267558532,0.802341137123747,0.7625418060200668,0.7782608695652178,0.7317725752508359,0.6131549609810464,0.6729840208101059,0.6270903010033434,0.6848755109624652,0.5157190635451501
"(840, 850]",0.723489932885905,0.4963087248322145,0.6346010439970156,0.7691275167785238,0.7906040268456377,0.7084265473527174,0.741610738255033,0.8087248322147663,0.6728187919463087,0.735570469798657,0.739597315436242,0.6349739000745691,0.6916480238627867,0.665436241610737,0.6185682326621901,0.5624161073825494
"(850, 860]",0.6694630872483199,0.626510067114094,0.5902311707680838,0.7614093959731547,0.724161073825502,0.7404921700223684,0.6614093959731544,0.8439597315436256,0.6751677852348992,0.7006711409395975,0.7721476510067107,0.6424310216256497,0.6383296047725568,0.7379194630872482,0.7050708426547327,0.4704697986577184
"(860, 870]",0.6428093645484941,0.5648829431438118,0.5696767001114816,0.7508361204013374,0.7508361204013377,0.6384243775548105,0.680602006688963,0.7528428093645488,0.6993311036789309,0.7505016722408026,0.7016722408026749,0.5332590115198808,0.7231512448903726,0.6889632107023405,0.5499814195466364,0.5234113712374585
